Cidade,UF,Capital,Área,Pop. 2010 (hab),Pop. 2019 (hab),Dens. demo. 2010 (hab/km2),Dens. demo. 2019 (hab/km2),IDHM 2010,PIB per capita 2017 (R$),Fundação
Ibiraci,Minas Gerais,não,562.095,12174,13828,21.66,24.6,0.706,46005.98,
Ipanema,Minas Gerais,não,456.641,18169,19861,39.79,43.49,0.693,11655.67,
Itabirito,Minas Gerais,não,544.027,45567,51875,83.76,95.35,0.730,77497.33,
Itanhandu,Minas Gerais,não,143.363,14174,15331,98.87,106.94,0.739,27509.60,
Luz,Minas Gerais,não,1171.659,17481,18215,14.92,15.55,0.724,26719.14,
Manga,Minas Gerais,não,1950.184,19813,18407,10.16,9.44,0.642,9694.54,
Matias Barbosa,Minas Gerais,não,157.066,13430,14468,85.51,92.11,0.720,34958.76,
Mesquita,Minas Gerais,não,274.938,6067,5605,22.07,20.39,0.656,7694.08,
Miraí,Minas Gerais,não,320.695,13809,15014,43.06,46.82,0.680,16227.83,
Teófilo Otoni,Minas Gerais,não,3242.270,134748,140592,41.56,43.36,0.701,16667.07,
Bom Sucesso,Minas Gerais,não,705.046,17245,17603,24.46,24.97,0.692,17067.03,
Diogo de Vasconcelos,Minas Gerais,não,165.091,3848,3802,23.31,23.03,0.601,7896.21,
Francisco Sá,Minas Gerais,não,2747.295,24917,26277,9.07,9.56,0.654,11452.30,
Jequeri,Minas Gerais,não,547.897,12848,12386,23.45,22.61,0.601,11313.92,
Areado,Minas Gerais,não,283.124,13731,15070,48.50,53.23,0.727,15116.55,
Capelinha,Minas Gerais,não,965.292,34798,37784,36.05,39.14,0.653,16000.48,
Nova Resende,Minas Gerais,não,390.152,15375,16723,39.41,42.86,0.671,17822.42,
Itaú de Minas,Minas Gerais,não,153.421,14944,16108,97.41,104.99,0.776,31666.62,
Machado,Minas Gerais,não,585.958,38690,42133,66.03,71.9,0.715,22958.55,
Rio Novo,Minas Gerais,não,209.310,8711,8949,41.62,42.75,0.707,12220.14,
Malacacheta,Minas Gerais,não,727.886,18779,18650,25.80,25.62,0.618,9473.09,
Brazópolis,Minas Gerais,não,367.688,14659,14459,39.87,39.32,0.692,11162.62,
Campos Gerais,Minas Gerais,não,769.504,27602,28774,35.87,37.39,0.682,16440.29,
Carmo de Minas,Minas Gerais,não,322.285,13748,14859,42.66,46.11,0.682,12459.55,
Caxambu,Minas Gerais,não,100.483,21705,21656,216.01,215.52,0.743,14826.33,
Esmeraldas,Minas Gerais,não,909.751,60225,70552,66.20,77.55,0.671,9796.15,
Guaranésia,Minas Gerais,não,294.828,18712,19021,63.47,64.52,0.701,22293.09,
Itaúna,Minas Gerais,não,495.769,85460,93214,172.38,188.02,0.758,32675.28,
Ituiutaba,Minas Gerais,não,2598.046,97166,104671,37.40,40.29,0.739,27698.62,
Jacutinga,Minas Gerais,não,347.667,22765,25979,65.48,74.72,0.715,24900.00,
Monte Alegre de Minas,Minas Gerais,não,2595.957,19625,21120,7.56,8.14,0.674,26149.13,
Morada Nova de Minas,Minas Gerais,não,2084.275,8253,8863,3.96,4.25,0.696,30761.39,
Aimorés,Minas Gerais,não,1348.913,24954,25167,18.50,18.66,0.684,16877.78,
Espera Feliz,Minas Gerais,não,317.638,22857,24951,71.96,78.55,0.663,15947.82,
Lambari,Minas Gerais,não,213.110,19554,20814,91.76,97.67,0.711,15981.83,
Conselheiro Lafaiete,Minas Gerais,não,370.246,116512,128589,314.69,347.31,0.761,16691.48,
Estrela do Sul,Minas Gerais,não,822.454,7443,7978,9.05,9.7,0.696,47064.41,
Oliveira,Minas Gerais,não,897.294,39462,41687,43.98,46.46,0.699,20235.39,
Raul Soares,Minas Gerais,não,763.364,23816,23762,31.20,31.13,0.655,12001.83,
Pará de Minas,Minas Gerais,não,551.247,84214,93969,152.77,170.47,0.725,29595.63,
Araçuaí,Minas Gerais,não,2236.279,36004,36708,16.10,16.41,0.663,10510.82,
Juvenília,Minas Gerais,não,1064.692,5706,5724,5.36,5.38,0.592,8559.64,
Rio Preto,Minas Gerais,não,348.046,5290,5476,15.20,15.73,0.679,9942.31,
Campos Altos,Minas Gerais,não,710.645,14205,15461,19.99,21.76,0.702,21147.86,
Ferros,Minas Gerais,não,1088.791,10833,9820,9.95,9.02,0.603,10606.62,
Três Corações,Minas Gerais,não,828.038,72767,79482,87.88,95.99,0.744,28056.22,
Mar de Espanha,Minas Gerais,não,371.600,11749,12814,31.62,34.48,0.684,13374.73,
Além Paraíba,Minas Gerais,não,510.250,34339,35362,67.30,69.3,0.726,25711.91,
Campo Belo,Minas Gerais,não,528.225,51544,54029,97.58,102.28,0.711,18066.57,
Visconde do Rio Branco,Minas Gerais,não,243.351,37940,42564,155.91,174.91,0.709,26962.77,
Jequitinhonha,Minas Gerais,não,3514.216,24142,25391,6.87,7.23,0.615,8806.28,
Rio Piracicaba,Minas Gerais,não,373.037,14149,14339,37.93,38.44,0.685,34935.30,
Gurinhatã,Minas Gerais,não,1849.137,6139,5639,3.32,3.05,0.680,21865.89,
São Gotardo,Minas Gerais,não,866.087,31820,35469,36.74,40.95,0.736,21634.89,
Viçosa,Minas Gerais,não,299.418,72219,78846,241.20,263.33,0.775,19869.94,
Campanha,Minas Gerais,não,335.587,15433,16665,45.99,49.66,0.709,18285.22,
Minas Novas,Minas Gerais,não,1812.398,30792,31484,16.99,17.37,0.633,7845.08,
Carmo do Paranaíba,Minas Gerais,não,1307.862,29740,30329,22.74,23.19,0.705,23893.60,
Frutal,Minas Gerais,não,2426.965,53466,59496,22.03,24.51,0.730,31348.02,
Guapé,Minas Gerais,não,934.345,13875,14245,14.85,15.25,0.679,16797.60,
Monte Azul,Minas Gerais,não,1001.296,22148,20854,22.12,20.83,0.659,8752.04,
Salinas,Minas Gerais,não,1862.117,38638,41527,20.75,22.3,0.679,13285.63,
Piranga,Minas Gerais,não,658.812,17234,17626,26.16,26.75,0.600,8924.23,
Monte Carmelo,Minas Gerais,não,1343.035,45770,47809,34.08,35.6,0.728,22628.06,
Bonfim,Minas Gerais,não,301.865,6819,6868,22.59,22.75,0.637,12250.23,
Dom Viçoso,Minas Gerais,não,113.921,2993,3001,26.28,26.34,0.687,9902.17,
Januária,Minas Gerais,não,6661.588,65483,67742,9.83,10.17,0.658,9860.09,
Varginha,Minas Gerais,não,395.396,123082,135558,311.29,342.84,0.778,40506.11,
Dores do Indaiá,Minas Gerais,não,1111.202,13778,13483,12.40,12.13,0.719,15236.95,
Itabira,Minas Gerais,não,1253.704,109786,120060,87.57,95.76,0.756,43763.91,
Carvalhos,Minas Gerais,não,282.254,4555,4478,16.14,15.87,0.646,12005.22,
Conquista,Minas Gerais,não,618.363,6523,6939,10.55,11.22,0.729,62876.41,
Córrego Fundo,Minas Gerais,não,101.112,5789,6337,57.26,62.67,0.678,29091.30,
Piau,Minas Gerais,não,192.196,2840,2748,14.78,14.3,0.629,16317.99,
Sacramento,Minas Gerais,não,3073.268,23910,26185,7.78,8.52,0.732,59030.98,
Serrania,Minas Gerais,não,209.270,7542,7669,36.04,36.65,0.677,15957.83,
Lavras,Minas Gerais,não,564.744,92200,103773,163.26,183.75,0.782,24341.66,
Alfenas,Minas Gerais,não,850.446,73776,79996,86.75,94.06,0.761,33422.98,
Boa Esperança,Minas Gerais,não,860.669,38514,40127,44.75,46.62,0.704,20555.41,
Bueno Brandão,Minas Gerais,não,356.150,10891,11001,30.58,30.89,0.658,12266.35,
Pouso Alegre,Minas Gerais,não,542.797,130548,150737,240.51,277.7,0.774,50211.91,
Pouso Alto,Minas Gerais,não,263.034,6212,5940,23.62,22.58,0.710,35690.37,
Paracatu,Minas Gerais,não,8229.587,84682,93158,10.29,11.32,0.744,38000.86,
Martins Soares,Minas Gerais,não,113.268,7173,8417,63.33,74.31,0.635,16626.05,
Oratórios,Minas Gerais,não,89.068,4492,4655,50.44,52.26,0.637,11322.17,
Pedra Bonita,Minas Gerais,não,173.928,6673,7097,38.37,40.8,0.573,8687.09,
União de Minas,Minas Gerais,não,1147.407,4417,4304,3.85,3.75,0.672,29540.02,
Varjão de Minas,Minas Gerais,não,651.505,6052,7036,9.29,10.8,0.711,26192.90,
Guanhães,Minas Gerais,não,1075.124,31264,34319,29.08,31.92,0.686,18134.31,
São Sebastião do Paraíso,Minas Gerais,não,814.925,64982,70956,79.74,87.07,0.722,27468.44,
Simonésia,Minas Gerais,não,486.543,18298,19633,37.61,40.35,0.632,9696.43,
Lima Duarte,Minas Gerais,não,848.564,16148,16698,19.03,19.68,0.710,14833.24,
Ponte Nova,Minas Gerais,não,470.643,57390,59742,121.94,126.94,0.717,27330.95,
Carmo do Rio Claro,Minas Gerais,não,1065.685,20429,21225,19.17,19.92,0.733,21031.02,
Manhuaçu,Minas Gerais,não,628.318,79576,90229,126.65,143.6,0.689,26924.92,
Santa Margarida,Minas Gerais,não,255.730,15011,16208,58.70,63.38,0.610,16815.82,
São Francisco,Minas Gerais,não,3308.100,53822,56323,16.27,17.03,0.638,8713.69,
Poços de Caldas,Minas Gerais,não,546.958,152349,167397,278.54,306.05,0.779,38329.41,
Prata,Minas Gerais,não,4847.544,25788,27856,5.32,5.75,0.695,33413.16,
Borda da Mata,Minas Gerais,não,301.108,17117,19412,56.85,64.47,0.730,16175.23,
Santo Antônio do Monte,Minas Gerais,não,1125.780,25971,28243,23.07,25.09,0.724,18790.88,
Reduto,Minas Gerais,não,151.859,6569,7154,43.26,47.11,0.629,13009.33,
Itapecerica,Minas Gerais,não,1040.519,21372,21762,20.54,20.91,0.713,20917.87,
Cabeceira Grande,Minas Gerais,não,1031.409,6456,6949,6.26,6.74,0.648,26260.47,
Sete Lagoas,Minas Gerais,não,536.928,213869,239639,398.32,446.31,0.760,34977.38,
Muzambinho,Minas Gerais,não,409.948,20431,20569,49.84,50.17,0.740,19740.43,
Rio Paranaíba,Minas Gerais,não,1352.353,11887,12313,8.79,9.1,0.709,40105.28,
Guarará,Minas Gerais,não,88.655,3929,3796,44.32,42.82,0.652,11810.00,
Catas Altas,Minas Gerais,não,240.042,4846,5376,20.19,22.4,0.684,114738.85,
Conceição do Mato Dentro,Minas Gerais,não,1720.106,17837,17842,10.37,10.37,0.634,44742.28,
Coronel Xavier Chaves,Minas Gerais,não,140.954,3301,3434,23.42,24.36,0.677,13595.84,
Galiléia,Minas Gerais,não,720.355,6951,6817,9.65,9.46,0.654,11801.87,
Itabirinha,Minas Gerais,não,209.034,10694,11512,51.16,55.07,0.653,8516.79,
Monsenhor Paulo,Minas Gerais,não,216.540,8161,8688,37.69,40.12,0.721,22477.13,
São João del Rei,Minas Gerais,não,1452.002,83751,90082,57.68,62.04,0.758,22530.37,
Várzea da Palma,Minas Gerais,não,2220.279,35813,39493,16.13,17.79,0.666,17341.00,
Água Boa,Minas Gerais,não,1320.344,15197,13735,11.51,10.4,0.576,8929.52,
Barroso,Minas Gerais,não,82.070,19599,20810,238.81,253.56,0.734,18446.04,
Belo Horizonte,Minas Gerais,sim,331.354,2374814,2512070,7167.00,7581.23,0.810,35245.02,
Bocaina de Minas,Minas Gerais,não,503.770,5007,5090,9.94,10.1,0.645,10642.07,
Bom Repouso,Minas Gerais,não,229.845,10457,10547,45.50,45.89,0.653,10979.86,
Braúnas,Minas Gerais,não,378.318,5031,4801,13.30,12.69,0.624,18555.37,
Chiador,Minas Gerais,não,252.852,2783,2687,11.01,10.63,0.711,10698.02,
Claraval,Minas Gerais,não,227.627,4541,4843,19.95,21.28,0.698,25299.01,
Coluna,Minas Gerais,não,348.492,9022,8873,25.89,25.46,0.583,9336.78,
Congonhal,Minas Gerais,não,205.125,10467,11950,51.03,58.26,0.712,15776.40,
Coronel Murta,Minas Gerais,não,815.413,9116,9222,11.18,11.31,0.627,8518.23,
Córrego do Bom Jesus,Minas Gerais,não,123.651,3730,3704,30.17,29.96,0.692,8711.47,
Delta,Minas Gerais,não,102.784,8084,10533,78.66,102.48,0.639,34947.10,
Desterro de Entre Rios,Minas Gerais,não,377.165,7000,7243,18.56,19.2,0.639,16190.58,
Faria Lemos,Minas Gerais,não,165.224,3375,3241,20.43,19.62,0.687,15856.58,
Ilicínea,Minas Gerais,não,376.341,11489,12375,30.53,32.88,0.680,14859.31,
Ipuiúna,Minas Gerais,não,298.195,9521,10079,31.93,33.8,0.686,13120.95,
Itutinga,Minas Gerais,não,372.018,3913,3788,10.52,10.18,0.727,21293.51,
Jaguaraçu,Minas Gerais,não,163.760,2990,3133,18.26,19.13,0.679,20562.63,
Jeceaba,Minas Gerais,não,236.250,5395,4912,22.84,20.79,0.661,147812.77,
Joanésia,Minas Gerais,não,233.292,5424,4573,23.25,19.6,0.626,15436.22,
Juramento,Minas Gerais,não,431.630,4113,4331,9.53,10.03,0.669,8434.01,
Lassance,Minas Gerais,não,3204.217,6472,6512,2.02,2.03,0.629,16804.09,
Madre de Deus de Minas,Minas Gerais,não,492.909,4904,5098,9.95,10.34,0.699,30539.26,
Maravilhas,Minas Gerais,não,261.604,7162,7976,27.38,30.49,0.672,14628.12,
Marliéria,Minas Gerais,não,545.813,4011,4039,7.35,7.4,0.657,9449.08,
Minduri,Minas Gerais,não,219.774,3839,3894,17.47,17.72,0.658,17076.54,
Moeda,Minas Gerais,não,155.112,4689,4919,30.23,31.71,0.638,11904.03,
Moema,Minas Gerais,não,202.705,7027,7517,34.67,37.08,0.721,14209.80,
Morro do Pilar,Minas Gerais,não,477.548,3400,3182,7.12,6.66,0.597,9755.78,
Munhoz,Minas Gerais,não,191.564,6256,6029,32.66,31.47,0.647,14083.30,
Nazareno,Minas Gerais,não,341.453,8252,8608,24.17,25.21,0.690,23898.54,
Oliveira Fortes,Minas Gerais,não,111.130,2122,2133,19.10,19.19,0.635,13816.58,
Ouro Branco,Minas Gerais,não,258.726,35266,39500,136.31,152.67,0.764,86253.57,
Passa Vinte,Minas Gerais,não,246.565,2078,2039,8.43,8.27,0.648,15277.65,
Paulistas,Minas Gerais,não,220.564,4918,4830,22.30,21.9,0.625,8824.97,
Perdigão,Minas Gerais,não,249.322,8910,11506,35.74,46.15,0.703,19677.65,
Piracema,Minas Gerais,não,280.335,6405,6409,22.85,22.86,0.646,16028.43,
Pirajuba,Minas Gerais,não,337.980,4657,6199,13.78,18.34,0.723,53366.90,
Piraúba,Minas Gerais,não,144.289,10862,10787,75.28,74.76,0.684,14830.67,
Quartel Geral,Minas Gerais,não,556.436,3305,3563,5.94,6.4,0.683,14232.74,
Ressaquinha,Minas Gerais,não,183.062,4671,4808,25.52,26.26,0.683,35317.55,
Ribeirão das Neves,Minas Gerais,não,155.105,295485,334858,1905.07,2158.91,0.684,11723.14,
Rio do Prado,Minas Gerais,não,479.815,5215,5150,10.87,10.73,0.605,7516.97,
Santana do Deserto,Minas Gerais,não,182.655,3859,3976,21.13,21.77,0.651,9898.75,
Santana do Jacaré,Minas Gerais,não,106.169,4606,4821,43.39,45.41,0.647,15635.20,
Santo Antônio do Grama,Minas Gerais,não,130.213,4084,3911,31.37,30.04,0.633,17403.10,
São Brás do Suaçuí,Minas Gerais,não,110.019,3512,3738,31.93,33.98,0.664,13672.17,
São Francisco do Glória,Minas Gerais,não,164.613,5178,4844,31.46,29.43,0.663,10495.41,
São José do Alegre,Minas Gerais,não,88.794,3995,4196,45.00,47.26,0.717,10113.30,
São José do Goiabal,Minas Gerais,não,189.578,5791,5420,30.55,28.59,0.666,9600.04,
São Miguel do Anta,Minas Gerais,não,152.111,6759,6938,44.44,45.61,0.644,10988.71,
Senhora dos Remédios,Minas Gerais,não,237.815,10195,10459,42.87,43.98,0.626,7463.52,
Serranos,Minas Gerais,não,213.173,1995,1963,9.36,9.21,0.643,13743.34,
Tabuleiro,Minas Gerais,não,211.084,4078,3750,19.32,17.77,0.681,12468.04,
Taiobeiras,Minas Gerais,não,1220.046,31574,34132,25.88,27.98,0.670,12995.29,
Vargem Bonita,Minas Gerais,não,409.888,2164,2153,5.28,5.25,0.696,19014.60,
Vazante,Minas Gerais,não,1913.396,19727,20590,10.31,10.76,0.742,31025.27,
Vieiras,Minas Gerais,não,112.691,3731,3608,33.11,32.02,0.668,10074.26,
Pequeri,Minas Gerais,não,90.833,3164,3320,34.84,36.55,0.694,12811.71,
São José do Jacuri,Minas Gerais,não,345.146,6554,6453,18.99,18.7,0.566,9759.43,
Águas Formosas,Minas Gerais,não,820.079,18476,19207,22.53,23.42,0.645,11695.98,
Alpinópolis,Minas Gerais,não,460.685,18731,19853,40.66,43.09,0.725,17764.06,
Alterosa,Minas Gerais,não,362.010,13716,14466,37.89,39.96,0.668,15038.66,
Astolfo Dutra,Minas Gerais,não,158.891,13049,14179,82.13,89.24,0.694,21248.44,
Belo Vale,Minas Gerais,não,365.923,7534,7715,20.59,21.08,0.655,18669.47,
Betim,Minas Gerais,não,343.884,379235,439340,1102.80,1277.58,0.749,54052.13,
Bias Fortes,Minas Gerais,não,283.535,3793,3379,13.38,11.92,0.620,8742.92,
Bom Jardim de Minas,Minas Gerais,não,412.021,6501,6474,15.78,15.71,0.673,18240.87,
Brumadinho,Minas Gerais,não,639.434,33973,40103,53.13,62.72,0.747,51164.41,
Buenópolis,Minas Gerais,não,1599.881,10287,10365,6.43,6.48,0.669,10881.37,
Campina Verde,Minas Gerais,não,3650.749,19312,19745,5.29,5.41,0.704,25328.11,
Campo Florido,Minas Gerais,não,1264.245,6864,8151,5.43,6.45,0.706,64124.05,
Candeias,Minas Gerais,não,720.512,14597,14886,20.26,20.66,0.678,17227.35,
Carlos Chagas,Minas Gerais,não,3202.984,20082,18837,6.27,5.88,0.648,16204.19,
Carmo da Cachoeira,Minas Gerais,não,506.333,11838,12170,23.38,24.04,0.655,18132.52,
Carmo da Mata,Minas Gerais,não,357.178,10926,11476,30.59,32.13,0.689,14653.08,
Conceição das Alagoas,Minas Gerais,não,1340.250,23038,27893,17.19,20.81,0.712,31472.94,
Congonhas,Minas Gerais,não,304.067,48519,54762,159.57,180.1,0.753,30573.59,
Conselheiro Pena,Minas Gerais,não,1483.883,22243,22921,14.99,15.45,0.662,12922.61,
Cordisburgo,Minas Gerais,não,823.654,8664,8890,10.52,10.79,0.656,10271.62,
Cristiano Otoni,Minas Gerais,não,132.872,5006,5150,37.68,38.76,0.695,14755.95,
Delfinópolis,Minas Gerais,não,1378.423,6823,7114,4.95,5.16,0.740,22568.59,
Divino,Minas Gerais,não,337.776,19131,19931,56.64,59.01,0.605,11209.85,
Divisa Nova,Minas Gerais,não,216.955,5762,6011,26.56,27.71,0.670,15270.46,
Dom Joaquim,Minas Gerais,não,398.726,4533,4195,11.37,10.52,0.622,9374.93,
Dores de Campos,Minas Gerais,não,124.842,9299,10153,74.49,81.33,0.686,26863.26,
Guiricema,Minas Gerais,não,293.578,8707,8392,29.66,28.59,0.674,10703.83,
Indianópolis,Minas Gerais,não,830.030,6192,6891,7.46,8.3,0.674,64486.77,
Inhapim,Minas Gerais,não,858.024,24290,24140,28.31,28.13,0.658,11718.42,
Itamonte,Minas Gerais,não,431.792,14003,15579,32.43,36.08,0.705,46951.87,
Jaboticatubas,Minas Gerais,não,1114.972,17137,20143,15.37,18.07,0.681,10503.70,
Lagoa Santa,Minas Gerais,não,229.409,52553,64527,229.08,281.27,0.777,26899.69,
Laranjal,Minas Gerais,não,204.882,6464,6810,31.55,33.24,0.714,11049.35,
Liberdade,Minas Gerais,não,401.337,5345,5069,13.32,12.63,0.672,15464.99,
Martinho Campos,Minas Gerais,não,1058.418,12732,13388,12.03,12.65,0.669,23874.64,
Mateus Leme,Minas Gerais,não,301.383,27733,31086,92.02,103.14,0.704,22568.25,
Matipó,Minas Gerais,não,266.990,17640,18908,66.07,70.82,0.631,12741.58,
Miradouro,Minas Gerais,não,301.672,10250,10754,33.98,35.65,0.663,12004.22,
Nova Ponte,Minas Gerais,não,1111.011,12809,15545,11.53,13.99,0.701,51809.94,
Perdizes,Minas Gerais,não,2451.112,14412,16168,5.88,6.6,0.723,37778.59,
Pirapetinga,Minas Gerais,não,190.681,10363,10752,54.35,56.39,0.709,54136.96,
Porteirinha,Minas Gerais,não,1749.683,37635,37906,21.51,21.66,0.651,8663.01,
Santa Juliana,Minas Gerais,não,723.784,11334,14003,15.66,19.35,0.706,47871.43,
São Roque de Minas,Minas Gerais,não,2098.867,6695,7051,3.19,3.36,0.672,27366.86,
São Vicente de Minas,Minas Gerais,não,392.651,7008,7753,17.85,19.75,0.715,21262.38,
Sapucaí-Mirim,Minas Gerais,não,285.073,6240,6930,21.89,24.31,0.680,14190.63,
Senador Firmino,Minas Gerais,não,166.495,7229,7812,43.42,46.92,0.644,9265.62,
Soledade de Minas,Minas Gerais,não,196.866,5675,6151,28.83,31.24,0.697,9464.16,
Teixeiras,Minas Gerais,não,166.735,11354,11661,68.10,69.94,0.675,11066.83,
Volta Grande,Minas Gerais,não,205.552,5007,5252,24.36,25.55,0.669,11865.03,
Araxá,Minas Gerais,não,1164.062,93648,106229,80.45,91.26,0.772,49299.60,
Alto Caparaó,Minas Gerais,não,103.690,5296,5847,51.08,56.39,0.661,12405.81,
Angelândia,Minas Gerais,não,185.211,8002,8520,43.21,46.0,0.597,9097.14,
Aricanduva,Minas Gerais,não,243.329,4769,5231,19.60,21.5,0.582,8466.57,
Berizal,Minas Gerais,não,488.756,4369,4735,8.94,9.69,0.604,8498.68,
Bonito de Minas,Minas Gerais,não,3936.455,9762,11230,2.48,2.85,0.537,6761.87,
Bugre,Minas Gerais,não,161.491,3982,3982,24.66,24.66,0.627,11157.52,
Cantagalo,Minas Gerais,não,141.855,4194,4525,29.57,31.9,0.631,9983.09,
Catuti,Minas Gerais,não,287.812,5102,4986,17.73,17.32,0.621,7667.61,
Cônego Marinho,Minas Gerais,não,1610.470,6957,7642,4.32,4.75,0.621,6670.74,
Confins,Minas Gerais,não,42.355,5936,6730,140.15,158.9,0.747,160153.00,
Cuparaque,Minas Gerais,não,226.750,4680,4982,20.64,21.97,0.627,10280.42,
Dom Bosco,Minas Gerais,não,817.383,3817,3677,4.67,4.5,0.673,13225.77,
Frei Lagonegro,Minas Gerais,não,167.474,3329,3478,19.88,20.77,0.543,9561.76,
Fruta de Leite,Minas Gerais,não,762.837,5942,5369,7.79,7.04,0.544,6904.32,
Gameleiras,Minas Gerais,não,1733.203,5147,5109,2.97,2.95,0.650,7443.71,
Glaucilândia,Minas Gerais,não,145.861,2962,3150,20.31,21.6,0.679,8635.06,
Goianá,Minas Gerais,não,152.039,3659,3966,24.07,26.09,0.716,14685.37,
Guaraciama,Minas Gerais,não,390.263,4718,4972,12.09,12.74,0.677,7816.90,
Ibiracatu,Minas Gerais,não,353.257,6153,5400,17.42,15.29,0.591,6870.88,
Imbé de Minas,Minas Gerais,não,196.735,6423,6903,32.65,35.09,0.553,8757.48,
Indaiabira,Minas Gerais,não,1004.149,7330,7351,7.30,7.32,0.610,7302.19,
Japonvar,Minas Gerais,não,375.181,8295,7969,22.11,21.24,0.608,6639.89,
José Gonçalves de Minas,Minas Gerais,não,381.332,4553,4501,11.94,11.8,0.632,9715.27,
José Raydan,Minas Gerais,não,180.822,4375,4995,24.20,27.62,0.617,11157.41,
Luisburgo,Minas Gerais,não,145.418,6234,6266,42.87,43.09,0.608,12791.70,
Mário Campos,Minas Gerais,não,35.196,13192,15416,374.82,438.0,0.699,10334.55,
Miravânia,Minas Gerais,não,602.128,4546,4888,7.55,8.12,0.593,7543.03,
Monte Formoso,Minas Gerais,não,385.553,4657,4906,12.08,12.72,0.541,6500.66,
Naque,Minas Gerais,não,127.173,6340,6996,49.86,55.01,0.675,9900.73,
Natalândia,Minas Gerais,não,468.660,3280,3311,7.00,7.06,0.671,12964.17,
Nova Porteirinha,Minas Gerais,não,120.943,7398,7500,61.17,62.01,0.641,13667.37,
Novo Oriente de Minas,Minas Gerais,não,755.151,10338,10755,13.69,14.24,0.555,7538.73,
Novorizonte,Minas Gerais,não,271.610,4956,5299,18.25,19.51,0.616,9561.19,
Olhos-d'Água,Minas Gerais,não,2092.078,5272,6096,2.52,2.91,0.626,20332.15,
Orizânia,Minas Gerais,não,121.800,7283,8018,59.80,65.83,0.562,10137.35,
Padre Carvalho,Minas Gerais,não,446.275,5832,6378,13.07,14.29,0.599,7938.07,
Pai Pedro,Minas Gerais,não,839.805,5937,6089,7.07,7.25,0.590,7025.50,
Patis,Minas Gerais,não,444.196,5579,5972,12.56,13.44,0.614,7449.33,
Periquito,Minas Gerais,não,228.907,7036,6810,30.74,29.75,0.651,10284.60,
Pingo d'Água,Minas Gerais,não,66.570,4420,4941,66.40,74.22,0.619,7944.80,
Pintópolis,Minas Gerais,não,1228.736,7212,7507,5.87,6.11,0.594,7483.24,
Ponto Chique,Minas Gerais,não,602.799,3966,4261,6.58,7.07,0.606,8976.93,
